private line number,public line number,route Name,number of travelers in 2021,attraction_by_bus,distance(m),jan avg day,jan avg night,february avg day,february avg night,march avg day,march avg night,april avg day,april avg night,may avg day,may avg night,june avg day,june avg night,july avg day,july avg night,august avg day,august avg night,september avg day,september avg night,october avg day,october avg night,november avg day,november avg night,decmber avg day,decmber avg night
176,176,PLAZA DE CASTILLA - LAS TABLAS SUR,1202791,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
177,177,PLAZA DE CASTILLA - MARQUES DE VIANA,521560,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
178,178,PLAZA DE CASTILLA - MONTECARMELO,1029263,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
180,180,PLAZA DE LEGAZPI - CAJA MAGICA,1672,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
200,200,AVENIDA DE AMERICA - AEROPUERTO,786589,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
203,Q,ESTACION DE ATOCHA - AEROPUERTO,362670,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
210,210,DIEGO DE LEON - LA ELIPA,1367891,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
215,215,AVENIDA DE FELIPE II - PARQUE DE ROMA,192983,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
247,247,ATOCHA - COLONIA SAN JOSE OBRERO,745462,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
310,310,PACIFICO - ESTACION EL POZO,749246,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
361,001,ESTACION DE ATOCHA - MONCLOA,1793357,Car Rental Madrid - Atocha - Train Station,600,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
362,OO2,PUERTA DE TOLEDO - ARG√úELLES,347872,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
363,C03,PUERTA DE TOLEDO - ARG√úELLES,699460,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
372,172SF,MAR DE CRISTAL - LAS TABLAS,113570,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
401,E1,PLAZA DE CIBELES - LA PESETA,1891109,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
402,E2,AVENIDA DE FELIPE II - LAS ROSAS,1103889,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
403,E3,AVENIDA DE FELIPE II - VALDERRIVAS,2903503,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
404,E4,AVENIDA DE FELIPE II - VALDEBERNARDO,1504072,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
405,E5,MANUEL BECERRA - EL CA√ëAVERAL,537999,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
451,T11,MAR DE CRISTAL - PARQUE EMPRESARIAL CRISTALIA,133021,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
452,T23,PUERTA DE ARGANDA - POLIGONO INDUSTRIAL DE VICALVARO,97922,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
453,T32,PLAZA DE LEGAZPI - MERCAMADRID-C.T.M,351633,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
454,T31,ESTACION EL POZO - SIERRA DE GUADALUPE,308560,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
455,T61,ESTACION DE CERCANIAS DE FUENCARRAL - LAS TABLAS,244428,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
456,T41,VILLAVERDE ALTO - POLIGONO INDUSTRIAL LA RESINA,142223,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
457,T62,PLAZA DE CASTILLA - ESTACION DE CHAMARTIN,21753,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
481,H1,SIERRA DE GUADALUPE - HOSPITAL INFANTA LEONOR,624454,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
501,N1,PLAZA DE CIBELES - SANCHINARRO,56275,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
502,N2,PLAZA DE CIBELES - VALDEBEBAS,62168,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
503,N3,PLAZA DE CIBELES - CANILLAS,41397,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
504,N4,PLAZA DE CIBELES - BARAJAS,72020,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
505,N5,PLAZA DE CIBELES - COLONIA FIN DE SEMANA,133563,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
506,N6,PLAZA DE CIBELES - LAS ROSAS,104532,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
507,N7,PLAZA DE CIBELES - VALDERRIVAS,87723,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
508,N8,PLAZA DE CIBELES - VALDEBERNARDO,84379,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
509,N9,PLAZA DE CIBELES - ENSANCHE DE VALLECAS,102913,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
510,N10,PLAZA DE CIBELES - PALOMERAS,103603,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
511,N11,PLAZA DE CIBELES - MADRID SUR,105306,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
512,N12,PLAZA DE CIBELES - BUTARQUE,68763,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
513,N13,PLAZA DE CIBELES - COLONIA SAN CRISTOBAL DE LOS ANGELES,93210,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
514,N14,PLAZA DE CIBELES - VILLAVERDE ALTO,115213,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
515,N15,PLAZA DE CIBELES - ORCASUR,97609,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
516,N16,PLAZA DE CIBELES - AVENIDA DE LA PESETA,118026,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
517,N17,PLAZA DE CIBELES - CARABANCHEL ALTO,129686,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
518,N18,PLAZA DE CIBELES - ALUCHE,119990,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
519,N19,PLAZA DE CIBELES - COLONIA SAN IGNACIO DE LOYOLA,116359,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
520,N20,PLAZA DE CIBELES - PITIS,48732,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
521,N21,PLAZA DE CIBELES - ARROYO DEL FRESNO,158154,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
522,N22,PLAZA DE CIBELES - BARRIO DEL PILAR,102931,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
523,N23,PLAZA DE CIBELES - MONTECARMELO,118022,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
524,N24,PLAZA DE CIBELES - LAS TABLAS,96350,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
525,N25,PLAZA DE ALONSO MARTINEZ - VILLA DE VALLECAS,100782,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
526,N26,PLAZA DE ALONSO MARTINEZ - ALUCHE,103053,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
527,N27,PLAZA DE CIBELES - AEROPUERTO,37303,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
528,N28,MONCLOA - ARAVACA,28676,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
601,M1,PUERTA DEL SOL/SEVILLA - GLORIETA DE EMBAJADORES,154069,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
602,M2,SEVILLA - ARG√úELLES,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
702,SE,PLAZA ELIPTICA - CEMENTERIO SUR,23861,Pl. Elíptica,60,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
704,SE,PLAZA DE CASTILLA - CEMENTERIO DE FUENCARRAL,8915,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
708,SE,PLAZA ELIPTICA - ISLAZUL,8813,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
709,SE,FERIA DE MADRID - HOSPITAL ENFERMERA ISABEL ZENDAL,213506,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
710,SE,ATOCHA - HOSPITAL LA PAZ,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
711,SE,HOSPITAL 12 DE OCTUBRE - HOSPITAL INFANTA LEONOR,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
712,SE,PUERTA DEL SOL/SEVILLA - PUERTA DE TOLEDO,39769,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
713,SE,HOSPITAL ENFERMERA ISABEL ZENDAL - HOTEL AC COSLADA AEROPUERTO,388,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
714,SE1,PLAZA DE CASTILLA - CUATRO CAMINOS,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
715,SE2,ATOCHA RENFE - SIERRA DE GUADALUPE,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
716,SE3,CONDE DE CASAL - SIERRA DE GUADALUPE,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
718,SE,PUERTA DE ARGANDA - CA√ëADA REAL,12902,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
720,SE,ALSACIA - HOSPITAL RAMON Y CAJAL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
721,SE,CANILLEJAS - ESTADIO METROPOLITANO,6263,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
722,SE,BARAJAS - HOSPITAL RAMON Y CAJAL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
723,SE,ALSACIA - CA√ëAVERAL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
724,SE,DOWNLOAD -,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
725,SE,LA PESETA - C.P.A. LA FORTUNA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
726,SE,PLAZA DE CASTILLA - COLOMBIA,230991,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
727,SE,C.S. VILLAAMIL - C.S. CASTROVIEJO,27121,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
728,SE,PUERTA DEL ANGEL - OPORTO,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
729,SE,ALONSO MARTINEZ - BATAN,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
730,SE,PRINCIPE PIO - PINAR DE SAN JOSE,23351,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
731,SE4,MAR DE CRISTAL - AEROPUERTO T4,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
732,SE,PUERTA DE ARGANDA - SAINZ DE BARANDA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
734,SE,PACIFICO - SAINZ DE BARANDA,799215,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
737,SE,LEGAZPI - LAGUNA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
739,SE,POZUELO - HOSPITAL ENFERMERA ISABEL ZENDAL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
740,SE,OPORTO - ALUCHE,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
742,SE,CAMPAMENTO - CASA DE CAMPO,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
745,SE,AVENIDA DE AMERICA - PINAR DE CHAMARTIN,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
750,SE,PLAZA CASTILLA - MAD COOL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
751,SE,ALAMEDA DE OSUNA - CANILLEJAS,0,Jardín El Capricho de la Alameda de Osuna,400,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
752,SE,CANILLEJAS - MANUEL BECERRA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
753,SE,EMBAJADORES - ALUCHE,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
754,SE,ALUCHE - CASA DE CAMPO,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
755,SE,ESTADIO METROPOLITANO - AIRPORT T4,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
756,SE2,MAR DE CRISTAL - AEROPUERTO T2/BARAJAS,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
757,SE,ESTADIO METROPOLITANO - AIRPORT T1,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
758,SE,BEGO√ëA - TRES OLIVOS,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
760,SE,PRINCIPE PIO - MADRID ARENA,555,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
765,SE,PLAZA DE CASTILLA - FERIA DE MADRID,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
766,SE,ATOCHA - POLIGONO INDUSTRIAL DE VALLECAS,22958,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
767,SE3,COLOMBIA - MAR DE CRISTAL,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
771,SE,DELICIAS - MENDEZ ALVARO,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
781,SE,ATOCHA - NUEVOS MINISTERIOS,134658,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
786,SE,PRINCIPE DE VERGARA - OPERA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
788,SE,ATOCHA RENFE - RECOLETOS,0,Museo de Cera,270,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
796,SE,METROPOLITANO - MONCLOA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
797,SE,ALAMEDA DE OSUNA - TORRE ARIAS,0,Jardín El Capricho de la Alameda de Osuna,450,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
798,SE,METROPOLITANO-CIUDAD UNIVERSITARIA - MONCLOA,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
799,SE,MAR DE CRISTAL - VALDEBEBAS,0,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5
