StationName,Latitude,Longitude,line_name,metroTraffic_2021,Entertainment_Attraction,Health_Attraction,Education_Attraction,Entertainment_Distance(m),Health_Distance(m),Education_Distance(m),Entertainment_WalkingDuration(min),Health_WalkingDuration(min),Education_WalkingDuration(min),Entertainment_Latitude,Entertainment_longitude,Health_Latitude,Health_longitude,Education_Latitude,Education_longitude,Jan.Morning,Jan.Night,Feb.Morning,Feb.Night,Mar.Morning,Mar.Night,Apr.Morning,Apr.Night,May.Morning,May.Night,Jun.Morning,Jun.Night,Jul.Morning,Jul.Night,Aug.Morning,Aug.Night,Sep.Morning,Sep.Night,Oct.Morning,Oct.Night,Nov.Morning,Nov.Night,Dec.Morning,Dec.Night,Distance_per_Minute,Entertainment_Walkable(yes/no),Health_Walkable(yes/no),Education_Walkable(yes/no)
Loranca,4029642607,-3837545586,Linea 12,1.831.020,Holy Family Parish,Clínica Dental Vitaldent,Public school Fregacedos,290,92,300,4,1,5,40.2977502,-3.838115981,40.29711255,-3.838179736,40.29661346,-3.833823811,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Hospital de Fuenlabrada,4028571471,-3816651978,Linea 12,1.423.892,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Parque Europa,402850927,-3806051888,Linea 12,1.238.822,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Fuenlabrada Central,4028263735,-3798799195,Linea 12,2.664.753,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Parque de los Estados,4028659861,-3787373234,Linea 12,1.485.725,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Arroyo Culebro,4028898427,-3756823261,Linea 12,426.25,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Conservatorio,4029346889,-374613734,Linea 12,1.227.073,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Alonso de Mendoza,4030080076,-3736383132,Linea 12,1.414.695,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Getafe Central,4030989903,-3733293227,Linea 12,4.289.802,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Juan de la Cierva,4031176435,-3722435645,Linea 12,2.775.456,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
El Casar,403185707,-3709689788,Linea 12,2.435.264,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Los Espartales,4032427584,-3718084615,Linea 12,966.19,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
El Bercial,4032928157,-3729757589,Linea 12,1.040.043,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
El Carrascal,4033673743,-3740162613,Linea 12,2.457.703,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Julián Besteiro,4033453117,-3752479316,Linea 12,1.907.942,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Casa del Reloj,4032654275,-3759498447,Linea 12,1.775.659,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Hospital Severo Ochoa,4032178703,-3768687361,Linea 12,1.277.841,Leganés Sculpture Museum,Hospital Universitario Severo Ochoa,Albert's English School,950,66,550,12,1,8,40.32586418,-3.75767933,40.32036295,-3.769514165,40.32443595,-3.763947054,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Leganés Central,4032852952,-3771458787,Linea 12,3.122.976,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
San Nicasio,40336152,-3775814695,Linea 12,1.825.184,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
Puerta del Sur,4034518279,-3812272211,Linea 12,9.279.478,,,,,,,,,,,,,,,,6,5,7,7,10,10,12,13,17,17,23,23,27,27,26,26,20,21,16,16,10,9,6,5,,,,
,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
